Taxa	CGH1	CGH2	CGH3	CGH4	CGH5	CGH6	SLMC1	SLMC2	SLMC3	SLMC4	SLMC5	SLMC6	UST1	UST2	UST3	UST4	UST5	UST6
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinosulfonomonas	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Methylarcula	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicola	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pannonibacter	6	12	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus	981	1781	7	163	141	272	94	3	182	69	194	29	41	76	82	117	107	784
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudoruegeria	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudovibrio	2	2	0	0	2	0	0	0	4	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter	166	351	129	45	13	18	85	3	45	105	121	23	197	1432	65	99	28	113
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum	2	10	46	0	5	0	1	0	0	0	0	0	2	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius	4	7	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium	0	0	0	0	2	0	0	0	0	0	0	0	1	5	0	0	8	7
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sediminimonas	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Stappia	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter	3	2	0	0	0	0	3	0	16	2	4	1	1	1	0	3	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava	0	4	0	1	0	0	0	0	0	0	9	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Unclassified Rhodobacteraceae	503	1458	253	227	109	82	126	8	130	124	358	31	247	1837	217	170	337	286
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yangia	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Unclassified Rhodobacterales;	0	1	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter	0	2	0	0	0	0	0	0	1	3	0	3	0	11	1	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium	0	1	3	0	5	0	1	0	0	0	0	1	0	0	0	0	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisoma	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidocella	2	7	0	0	1	2	3	0	0	1	0	0	0	5	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Belnapia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Craurococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter	0	4	1	0	0	1	3	0	1	3	0	4	0	8	6	0	1	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Granulibacter	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Kozakia	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Paracraurococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodovarius	0	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodovastum	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseococcus	1	17	0	0	0	0	0	0	2	3	2	1	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas	44	81	81	36	48	4	5	8	11	27	44	10	6	62	8	4	45	35
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Unclassified Acetobacteraceae	16	66	21	9	22	10	13	7	6	13	9	50	6	29	17	1	42	32
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Candidatus Alysiosphaera;Candidatus	0	1	1	0	4	0	0	0	0	0	0	0	4	14	6	0	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Family Incertae Sedis;Geminicoccus	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Family Incertae Sedis;Unclassified Family Incertae Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;I-10;alpha proteobacterium P-20	0	0	4	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;JG37-AG-20;Rhodospirillaceae	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;JG37-AG-20;bacterium Ellin6089	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum	6	10	2	3	1	1	0	0	4	23	17	0	3	31	18	9	13	22
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia	3	6	5	0	0	0	0	0	0	6	0	3	3	13	55	0	16	5
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Elstera	2	5	0	1	0	0	0	0	1	5	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Inquilinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Insolitispirillum	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum	3	1	0	1	0	0	1	0	7	0	1	0	2	10	1	0	2	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Nisaea	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Oceanibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pelagibius	0	0	5	0	2	0	1	0	1	0	0	0	0	0	0	0	0	3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Phaeospirillum	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodocista	0	1	2	0	0	0	0	0	1	0	2	0	0	0	1	2	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum	2	1	0	0	0	0	2	0	1	2	0	0	1	0	1	0	3	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodovibrio	18	37	17	31	12	16	61	46	32	7	13	1	8	33	43	8	94	24
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Roseospira	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella	1	0	0	1	0	0	0	0	0	0	1	0	0	3	5	0	15	8
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Telmatospirillum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassobaculum	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira	16	19	3	0	2	1	0	2	0	6	3	0	0	1	1	0	1	3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Tistlia	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Tistrella	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Unclassified Rhodospirillaceae	21	36	19	4	11	2	20	3	25	26	18	8	4	37	59	1	49	30
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Unclassified Rhodospirillales;	19	51	10	6	12	11	12	6	11	15	8	4	3	59	46	7	27	29
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;wr0007;Reyranella	0	15	4	0	5	0	0	32	0	0	0	0	0	0	1	0	0	4
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;wr0007;Unclassified wr0007	24	29	51	9	54	10	4	322	24	15	28	8	6	31	16	10	58	53
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Unclassified Anaplasmataceae	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Cyrtobacter;Candidatus	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Midichloria;Candidatus	0	4	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Odyssella;Candidatus	11	64	0	1	0	7	5	0	7	24	3	4	0	0	0	2	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Odyssella;Unclassified Candidatus Odyssella	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Family Incertae Sedis;Caedibacter	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Holosporaceae;Unclassified Holosporaceae	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Orientia	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia	7	8	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Unclassified Rickettsiaceae	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;Candidatus Puniceispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;Unclassified SAR116 clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;TK34;Constrictibacter	1	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Unclassified Rickettsiales;	3	22	0	0	0	11	1	0	1	4	0	0	0	0	3	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella	3	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	5
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Unclassified Sneathiellaceae	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter	11	13	10	7	5	2	4	0	0	1	2	0	1	4	2	0	0	5
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter	2	6	7	1	4	0	0	0	4	7	3	1	0	1	0	0	0	3
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Unclassified Erythrobacteraceae	10	24	15	1	12	1	7	0	10	6	5	0	0	5	0	5	2	15
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;GOBB3-C201;Sphingomonas	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;GOBB3-C201;Sphingopyxis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;GOBB3-C201;Unclassified GOBB3-C201	1	1	0	0	1	0	0	0	1	1	0	0	0	14	12	6	1	1
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;MN 122.2a;Sphingomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas	0	0	3	0	0	1	0	0	0	1	0	0	3	2	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	47	245	209	9	15	6	11	0	5	14	41	5	35	134	66	81	38	86
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium	34	50	391	7	5	4	1	0	5	3	25	2	70	17	135	85	26	148
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	28	101	66	225	127	54	18	6	42	38	85	59	141	115	83	376	117	626
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis	148	712	125	155	112	45	23	16	40	171	572	6	16	27	89	9	56	109
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Unclassified Sphingomonadaceae	136	287	245	117	78	57	38	10	54	74	216	58	124	198	238	358	101	521
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Unclassified Sphingomonadales;	120	401	162	77	82	32	35	7	32	118	188	13	61	219	190	122	83	239
Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified Alphaproteobacteria;;	662	2660	1286	889	573	145	136	224	180	267	281	131	134	631	689	164	558	682
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter	16	19	48	41	47	31	5	1909	102	7	45	4	32	1	16	115	126	22
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella	8	5	6	7	3	11	4	21	15	1	2	1	1	0	0	2	1	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes	176	1341	219	115	62	84	18	50	963	906	389	10	73	16	1	4	464	2
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella	5	10	6	7	10	18	3	319	20	1	3	1	1	0	0	24	28	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Candidimonas	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella	2068	74	54	415	542	1377	1289	0	1015	1785	1420	99	118	0	6	7	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Derxia	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;GKS98 freshwater group	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Paralcaligenes	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parasutterella	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pelistega	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga	0	6	0	1	0	0	1	0	0	0	3	0	0	0	2	0	4	1
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pusillimonas	23	45	12	263	19	39	27	2	13	22	26	6	0	0	4	4	0	3
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella	0	2	0	0	4	0	0	0	1	1	2	0	0	3	1	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Taylorella	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Unclassified Alcaligenaceae	797	212	178	584	330	555	776	2316	634	735	664	74	114	33	42	200	180	77
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	21	96	4	14	33	34	4	332	15	6	16	2	83	72	3	13	14	15
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas	0	1	0	0	0	0	0	0	0	0	0	0	1	4	2	0	3	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus	17	17	75	6	12	11	7	1	12	8	18	2	9	18	6	17	8	31
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter	12	19	0	6	12	8	0	0	132	5	8	2	10	95	959	130	41	36
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea	9	495	0	0	1	18	1	25	0	0	0	0	0	0	0	45	0	6
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter	0	0	0	0	0	0	0	1	0	0	0	0	0	29	63	37	335	19
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	6	7	13	8	11	30	0	0	8	6	9	1	2	13	1	5	4	5
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Unclassified Burkholderiaceae	5	222	5	1	7	13	3	11	27	5	4	7	8	12	71	25	9	20
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	143	368	511	245	171	51	54	0	228	233	285	35	53	112	434	205	128	339
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Albidiferax	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Alicycliphilus	2	32	14	2	5	3	11	0	48	7	113	2	11	10	99	16	6	22
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium	16	8	246	10	97	32	12	0	11	8	25	11	10	41	23	9	6	25
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquincola	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Azohydromonas	0	3	0	0	0	0	4	0	1	0	0	0	3	21	0	0	1	1
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Brachymonas	53	105	18	42	95	11	3	1	22	40	43	10	0	5	4	15	4	23
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caldimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	377	1912	89	782	318	65	54	0	133	125	219	27	170	57	80	75	5	124
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia	21	63	20	59	33	4	3	14	13	33	20	2	14	56	74	27	116	58
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	1
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Giesbergeria	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga	3	2	7	3	2	9	17	0	11	2	54	2	12	325	101	238	93	33
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hylemonella 	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella	0	2	0	0	0	0	1	0	0	0	0	0	0	16	37	1	1	13
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Inhella	1	5	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Lampropedia	2	9	0	5	5	0	5	0	0	1	6	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix	1	0	0	1	0	0	0	0	0	0	0	0	7	59	5	4	0	11
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans	1	1	4	18	6	0	0	0	0	0	0	0	0	1	1	28	2	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Macromonas	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Methylibium	1	0	0	0	0	0	0	0	129	3	0	0	0	33	12	11	0	47
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia	4	9	2	27	15	0	0	0	0	6	6	0	0	1	2	0	0	2
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Paucibacter	0	0	8	0	0	0	0	0	0	0	0	0	2	9	248	8	15	46
